short_name,player_positions,overall,potential,wage_eur,age,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,release_clause_eur,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,value_eur
Mula,"LM, RM",69,72,4000,24,2024,Spain,Right,3,3,3200000,73,60,65,70,38,64,70,63,48,69,50,71,65,42,65,71,73,73,70,63,68,59,68,58,70,58,55,41,62,61,48,59,33,36,38,9,7,12,9,12,0,1900000
G. Campi,CB,69,69,4000,30,2022,Argentina,Left,2,3,2300000,41,46,61,61,69,77,50,29,70,68,29,65,60,40,69,66,44,39,31,68,32,66,30,66,93,62,63,71,65,59,44,67,67,69,67,14,6,16,8,7,0,1100000
P. Olsen,"CM, CDM",69,70,8000,27,2025,Denmark,Right,3,2,2100000,63,62,67,69,57,74,58,55,31,69,60,67,71,61,68,70,60,66,73,68,76,72,56,86,69,67,77,61,68,72,51,70,68,55,48,6,7,15,14,14,0,1600000
M. Bălașa,CB,69,71,7000,26,2022,Romania,Right,3,2,2100000,68,51,56,53,68,75,50,40,72,58,44,44,39,71,63,59,65,71,57,65,72,72,85,74,76,60,69,63,48,54,42,59,69,70,69,11,7,9,9,14,0,1500000
Luismi,"CDM, CM, CB",69,69,5000,29,2023,Spain,Right,3,2,1900000,54,39,59,61,67,74,44,24,59,69,33,58,31,30,67,64,59,50,60,68,64,65,77,71,76,48,70,71,35,64,38,63,64,70,66,6,11,12,11,13,0,1200000
Léo Bonatini,ST,69,69,34000,27,2022,Brazil,Right,4,3,0,67,68,65,68,34,68,63,67,65,69,67,68,65,62,62,67,66,67,69,69,65,75,70,64,72,63,62,33,71,65,70,68,32,28,31,15,12,8,10,15,0,1500000
C. Starfelt,CB,69,73,21000,26,2025,Sweden,Right,2,2,3200000,70,28,52,63,69,76,27,25,68,68,26,63,33,24,65,64,68,71,55,66,63,38,66,74,81,23,67,67,32,52,39,68,69,70,69,8,15,13,7,8,0,1700000
M. Maertens,"CM, LM, RM",69,71,8000,26,2025,Belgium,Right,4,3,2700000,75,67,66,68,63,67,65,67,53,70,56,68,50,53,67,72,72,77,65,66,69,71,72,77,62,67,68,67,67,68,53,60,62,66,61,8,10,15,13,8,0,1700000
A. Al Sulayhim,"CM, CDM",69,70,17000,27,2023,Saudi Arabia,Right,3,3,2800000,73,60,67,75,58,64,56,61,53,72,46,74,70,62,69,71,78,68,92,68,89,62,79,78,58,59,59,60,66,68,50,66,56,60,59,8,15,11,9,14,0,1600000
G. Moncini,ST,69,73,9000,25,2023,Italy,Right,3,3,3800000,74,69,56,67,37,65,46,72,70,66,66,66,60,53,50,68,76,72,73,68,64,69,73,69,66,64,57,32,70,55,68,65,37,33,30,9,13,9,8,14,0,2000000
D. Hyam,CB,69,74,10000,25,2022,Scotland,Right,3,2,3600000,50,32,53,57,70,72,41,23,68,64,35,52,45,26,59,63,48,51,56,68,48,54,77,70,75,28,67,72,31,48,31,65,71,69,67,10,11,10,15,8,0,1800000
D. Villalpando,"CM, CDM",69,69,5000,29,2026,Mexico,Right,4,3,2300000,67,65,71,71,51,62,59,62,58,74,63,71,71,70,73,72,68,67,76,60,70,70,65,70,59,68,57,55,66,75,64,71,48,50,49,6,10,14,13,14,0,1400000
Nano Mesa,"ST, LM",69,71,14000,26,2022,Spain,Right,3,3,0,76,67,59,73,30,66,59,64,59,64,69,73,72,48,46,74,79,74,76,64,75,75,78,71,71,65,43,21,70,61,69,63,29,29,20,15,11,14,7,9,0,1700000
Lee Chang Min,CM,69,69,4000,27,2022,Korea Republic,Right,4,3,1900000,67,64,68,64,59,73,52,57,59,73,50,61,61,68,70,65,67,67,69,68,74,76,72,87,68,76,69,60,70,73,48,66,63,58,49,15,13,16,6,14,0,1500000
S. Nilsen,"CDM, CM, CB",69,69,3000,29,2025,Norway,Right,3,2,1500000,57,53,62,63,67,78,55,51,69,68,54,61,56,64,66,65,54,59,57,70,70,60,75,79,77,50,79,67,47,54,52,68,71,64,60,16,8,7,9,7,0,1200000
Choi Kyoung Rok,"CAM, CM, RM",69,70,8000,26,2023,Korea Republic,Right,5,3,2600000,67,61,62,73,33,52,52,65,48,70,63,74,65,41,57,71,77,59,83,66,84,50,70,78,46,62,31,29,64,67,55,55,39,28,26,11,13,6,7,13,0,1600000
P. Twumasi,"LM, ST, CAM",69,69,13000,27,2023,Ghana,Right,3,3,2400000,77,66,63,71,31,57,65,65,42,67,66,70,52,43,65,70,80,75,83,63,75,77,56,65,55,60,50,25,69,61,61,66,41,23,22,15,16,14,13,15,0,1500000
Liu Binbin,"LM, RM",69,69,10000,28,2021,China PR,Right,3,3,2200000,79,66,64,69,44,63,66,69,62,66,60,70,59,54,60,66,79,79,78,62,69,63,69,67,63,65,56,38,66,63,52,66,47,42,38,15,12,14,14,9,0,1400000
J. Onomah,"CM, CAM",69,76,21000,24,2023,England,Right,3,3,5900000,67,64,65,75,59,68,53,68,54,73,57,75,59,54,63,76,68,66,73,71,75,65,62,72,72,59,55,59,69,68,53,70,61,61,49,6,13,12,9,10,0,2800000
B. Carvallo,"LM, CAM",69,72,6000,24,2021,Chile,Right,3,4,3400000,79,61,64,75,26,48,52,63,36,68,38,74,64,64,62,74,80,78,86,58,90,65,55,65,41,57,40,30,68,70,55,69,27,22,21,16,6,9,14,14,0,1900000
E. Hansson,"LM, RM",69,76,6000,23,2024,Sweden,Right,3,3,4600000,78,59,65,73,34,51,65,63,30,68,45,73,63,65,52,71,79,77,86,60,87,60,71,65,49,53,32,22,63,69,60,64,56,24,30,11,10,8,11,9,0,2800000
S. Popov,RB,69,69,7000,30,2022,Bulgaria,Right,3,3,2400000,71,49,63,62,66,74,65,42,64,65,53,61,57,54,60,63,69,73,66,68,54,64,69,83,73,47,68,66,63,62,51,64,66,66,64,9,12,14,13,8,0,1200000
Ji Xiang,"RB, RM",69,69,9000,31,2021,China PR,Right,4,3,1600000,70,58,71,65,65,72,73,50,72,71,53,67,76,80,65,62,72,68,63,64,71,70,76,76,74,63,62,64,68,69,50,60,68,62,63,10,6,15,8,7,0,1000000
Jiang Zhipeng,"LB, LM, LWB",69,69,6000,32,2022,China PR,Left,2,3,1500000,75,57,69,67,64,66,73,52,49,68,52,68,77,66,65,64,75,75,72,70,72,66,54,73,63,64,66,65,66,68,42,62,66,67,62,16,8,8,14,13,0,975000
G. Lloris,CB,69,72,3000,25,2022,France,Left,3,2,3000000,45,36,50,55,69,72,44,29,73,65,34,49,36,28,60,62,39,50,52,62,48,53,70,64,81,35,61,63,34,32,40,63,69,72,69,11,9,14,10,15,0,1600000
L. Chávez,"CM, RM",69,74,8000,25,2021,Mexico,Left,3,3,3600000,68,65,70,71,62,57,68,65,48,75,59,75,56,71,72,71,62,72,66,66,63,62,35,70,61,71,38,63,60,65,66,65,64,65,60,7,10,14,9,12,0,2000000
A. Tello,"CM, LM",69,74,8000,24,2022,Colombia,Right,3,3,3900000,85,58,68,73,61,81,69,55,61,73,67,73,66,52,69,73,86,85,80,70,66,59,75,85,83,61,70,66,66,62,51,65,56,64,58,9,12,15,7,9,0,2100000
B. Schmitz,"RB, CB",69,72,12000,26,2022,Germany,Right,4,2,3200000,60,50,63,64,69,70,66,35,62,68,42,61,68,58,53,65,68,53,66,70,64,71,68,68,71,64,68,70,63,57,32,67,69,70,68,10,14,12,13,13,0,1700000
Han Seok Jong,"CDM, CM",69,69,3000,28,2023,Korea Republic,Right,4,2,1500000,65,49,63,63,64,73,46,38,59,72,43,60,48,46,69,68,64,65,64,61,66,68,74,83,73,60,62,70,53,70,38,64,65,64,57,10,15,9,16,7,0,1200000
Auro,"RB, LB, CDM",69,71,4000,25,2021,Brazil,Right,3,4,2500000,71,50,65,72,64,63,65,34,49,68,36,71,66,41,63,69,72,71,83,66,87,72,59,78,56,64,64,65,63,65,54,69,64,68,67,16,16,12,12,10,0,1600000
W. Hahn,GK,69,71,4000,29,2022,Suriname,Right,2,1,1800000,50,50,50,50,50,50,21,12,14,45,16,19,24,13,40,24,45,50,44,65,49,49,75,38,77,19,36,24,13,53,20,59,12,15,19,72,65,65,65,74,47,1200000
A. Kara,"CDM, CM",69,70,22000,28,2024,Turkey,Right,3,3,2700000,61,69,66,66,65,81,61,62,72,68,60,67,66,75,66,68,54,66,62,65,60,83,66,77,88,74,74,66,66,63,63,68,60,69,58,14,12,6,7,12,0,1300000
D. Rotariu,"CAM, RW",69,72,9000,25,2023,Romania,Left,4,4,0,75,66,65,74,31,54,66,67,70,66,63,74,71,60,61,71,76,75,88,65,79,69,65,58,59,66,35,30,66,63,56,64,22,29,27,13,8,10,14,9,0,1000000
C. Osmanpaşa,CB,69,69,8000,33,2023,Turkey,Right,3,2,1400000,43,32,53,58,71,72,58,25,61,66,27,58,34,27,63,62,42,44,54,52,44,48,81,70,79,29,56,74,28,31,47,54,70,74,70,14,10,9,13,6,0,675000
F. Bonazzoli,ST,69,76,9000,24,2022,Italy,Left,3,3,0,70,68,53,68,28,59,49,68,68,63,63,68,58,53,43,73,69,71,68,66,54,71,61,50,69,66,43,26,69,48,60,58,21,22,29,8,13,10,8,7,0,2800000
J. Biada,"CAM, ST",69,69,5000,28,2022,Germany,Right,3,3,2200000,70,73,62,69,35,67,48,71,50,67,66,69,72,66,57,69,74,66,73,70,75,79,54,75,71,78,50,36,69,65,61,62,31,34,35,7,15,12,9,9,0,1400000
O. Kocuk,GK,69,72,16000,25,2022,Turkey,Right,2,1,0,50,50,50,50,50,50,11,10,10,31,10,10,10,13,16,11,31,36,44,59,30,47,51,23,55,10,15,12,11,30,23,44,5,10,11,71,68,62,64,73,33,1400000
K. Vandendriessche,"CM, CDM",69,69,8000,31,2023,France,Right,5,2,1600000,53,68,67,63,71,83,67,64,70,68,66,60,70,68,67,66,52,53,56,69,63,79,70,91,82,72,77,72,71,66,52,72,71,71,69,9,9,14,10,14,0,1100000
G. Bettini,"RB, RWB",69,69,7000,28,2021,Argentina,Right,3,2,1900000,64,42,62,64,66,63,70,41,57,66,30,63,41,31,55,65,71,59,68,65,61,50,53,77,57,39,64,63,59,66,33,65,64,70,70,13,16,11,7,12,0,1300000
F. Diédhiou,ST,69,69,8000,28,2025,Senegal,Right,3,3,2800000,59,69,47,66,31,73,33,71,76,57,63,66,53,33,42,69,52,65,60,65,58,75,65,59,85,58,61,22,71,50,75,63,37,22,16,7,10,15,11,12,0,1400000
Gabriel,CB,69,72,2000,26,2024,Brazil,Right,3,2,2100000,64,36,49,54,70,73,26,37,70,66,26,48,25,31,71,60,63,65,51,61,58,48,68,62,81,25,66,66,26,38,44,63,72,69,71,8,7,8,9,8,0,1600000
E. Taşdemir,"LB, LM",69,71,20000,25,2022,Turkey,Left,2,3,0,82,59,65,73,62,60,68,57,51,64,60,74,75,65,65,72,85,80,74,66,82,68,73,65,55,55,63,65,64,59,50,66,61,64,68,7,10,8,7,11,0,1600000
J. Iglesias,"CDM, CAM",69,69,8000,32,2022,Uruguay,Right,3,2,1900000,56,59,68,65,65,62,62,60,44,74,56,60,54,55,68,69,59,54,63,69,72,61,46,72,58,55,62,65,55,71,57,72,71,67,64,7,12,12,9,9,0,925000
R. Renner,LM,69,69,13000,27,2024,Austria,Left,3,2,2300000,82,61,64,68,62,63,68,62,64,66,57,68,62,43,63,67,80,83,76,65,70,64,80,72,53,58,73,63,60,64,63,67,59,65,62,7,8,13,9,13,0,1500000
A. Vural,GK,69,69,7000,30,2024,Turkey,Right,2,1,1900000,50,50,50,50,50,50,17,20,21,31,18,16,17,16,18,22,47,44,31,56,52,46,70,27,65,20,27,25,13,44,25,56,15,15,17,70,66,61,69,74,46,925000
R. García Guerreño,CB,69,69,7000,31,2021,Paraguay,Right,3,2,1400000,52,41,47,49,69,76,36,41,79,57,37,43,29,34,55,53,54,50,51,63,44,47,85,66,81,33,76,66,48,41,41,56,70,68,65,9,9,9,8,10,0,950000
S. Grahovac,"CDM, CM",69,70,13000,28,2022,Bosnia and Herzegovina,Right,3,2,2000000,63,58,64,63,67,74,57,56,57,68,57,60,65,70,64,64,62,63,71,66,67,61,62,88,70,58,71,67,64,60,56,59,68,69,65,7,12,15,11,8,0,1300000
R. Kongolo,"CDM, CM",69,75,4000,23,2022,Netherlands,Right,3,2,3300000,72,55,59,66,66,78,47,52,50,68,40,65,51,43,66,68,69,74,67,67,54,67,57,81,81,55,74,65,52,54,42,65,66,70,68,13,14,11,7,13,0,2000000
Juan Muñoz,"ST, CAM",69,74,7000,25,2023,Spain,Right,3,3,3500000,64,72,54,69,21,66,53,72,66,63,70,71,56,65,42,71,65,64,67,66,62,74,64,70,67,69,58,20,68,43,72,60,12,17,18,9,7,8,10,14,0,2100000
N. Breitenbruch,"CB, RB",69,72,5000,25,2023,Argentina,Right,3,2,2500000,74,40,59,65,68,76,66,35,70,66,35,62,49,33,51,66,72,76,70,66,71,52,80,81,76,37,70,68,58,54,43,59,66,71,66,15,12,7,10,8,0,1600000
M. Riquelme,"ST, LW",69,69,600,32,2021,Argentina,Right,4,3,2400000,86,68,52,65,24,70,42,69,65,57,57,63,58,54,43,65,85,87,79,68,65,70,78,69,84,66,33,17,68,58,70,58,21,19,16,16,9,10,13,7,0,1100000
R. Aguirre,"ST, RW, LW",69,72,8000,26,2021,Uruguay,Left,3,3,3200000,76,72,54,65,23,65,52,74,71,58,66,67,49,69,48,66,77,76,67,57,55,72,74,51,74,69,57,16,70,50,70,51,18,15,23,12,6,8,7,6,0,1800000
T. Ebuehi,RB,69,72,6000,25,2022,Nigeria,Right,3,2,0,88,40,53,65,64,72,57,37,54,63,30,65,41,33,51,64,86,90,71,63,62,52,85,77,69,30,71,63,52,41,47,63,64,67,67,8,16,16,11,14,0,1700000
L. Paganini,"CM, RM",69,69,3000,28,2022,Italy,Right,3,3,2200000,75,56,69,72,54,66,70,46,65,73,45,72,65,42,69,73,72,78,76,71,72,64,55,78,62,67,66,37,72,68,55,62,52,61,58,7,7,10,11,7,0,1400000
N. Stefanelli,"ST, CAM, CF",69,71,5000,26,2023,Argentina,Right,4,3,2300000,88,67,59,75,33,69,54,70,60,61,64,72,62,46,50,74,87,89,92,65,92,67,90,77,64,61,64,39,71,72,71,60,38,16,27,7,13,12,11,14,0,1700000
T. Romanczuk,CDM,69,69,5000,29,2023,Poland,Left,3,2,1600000,60,63,62,62,69,77,60,62,66,63,51,62,60,43,65,58,69,53,69,71,62,68,81,90,72,63,71,72,67,64,63,62,71,68,65,15,14,12,8,9,0,1200000
A. Vilches,"ST, LW",69,69,2000,29,2021,Chile,Right,3,3,1900000,68,68,54,69,21,67,35,69,69,62,69,68,59,32,59,70,68,68,70,65,70,70,80,70,75,65,40,15,70,61,65,66,16,16,12,15,9,14,11,14,0,1400000
R. Neudecker,"CM, CAM, RM",69,73,2000,24,2022,Germany,Left,3,3,3100000,75,60,70,73,50,69,68,56,38,73,61,69,66,67,69,73,77,73,87,68,86,70,72,86,64,62,59,61,66,68,39,72,46,49,56,9,14,11,15,13,0,2000000
E. Ersoy,CB,69,76,4000,24,2022,Turkey,Right,3,2,0,57,29,45,54,70,75,23,22,71,62,31,53,34,29,53,54,62,53,51,65,54,45,77,71,80,29,66,67,28,36,33,63,71,73,67,7,13,16,10,7,0,2600000
Li Lei,LB,69,69,10000,29,2021,China PR,Left,3,3,1900000,75,43,65,64,67,73,60,36,64,70,48,60,60,47,68,65,74,76,70,65,82,57,80,72,77,38,63,67,65,65,44,61,66,68,65,15,8,11,7,8,0,1200000
Murilo Henrique,"LM, CAM",69,69,3000,26,2022,Brazil,Right,2,4,1900000,84,60,61,70,46,70,61,59,59,66,50,70,57,51,61,70,82,85,83,61,71,68,56,76,71,56,65,43,63,58,62,55,33,52,56,10,15,13,13,16,0,1500000
Miguel Cardoso,"LW, RW, ST",69,69,8000,27,2022,Portugal,Right,4,4,3000000,76,64,65,72,39,55,66,65,43,68,54,73,59,46,61,71,72,80,71,68,74,69,34,53,62,57,45,31,67,70,68,65,48,34,34,8,7,9,9,8,0,1500000
Tiago,CB,69,69,4000,31,2023,Brazil,Right,3,2,1200000,49,45,45,42,67,78,28,45,81,61,31,39,35,28,54,46,43,54,33,62,30,59,76,54,90,36,76,61,34,36,45,60,69,65,68,14,8,6,14,7,0,950000
L. Kelly,GK,69,74,3000,25,2024,Scotland,Right,3,1,2900000,50,50,50,50,50,50,13,20,16,34,16,15,22,20,35,25,31,46,53,57,45,53,48,32,37,20,31,24,15,19,13,38,15,14,13,71,67,71,71,70,37,1600000
K. Narey,"RB, RM",69,69,11000,26,2023,Germany,Right,5,3,2200000,86,62,63,70,59,73,71,58,58,66,44,70,61,49,56,67,86,86,75,70,75,76,78,79,71,64,67,55,66,59,40,65,58,61,65,14,12,12,15,12,0,1400000
M. Thychosen,"RB, CB",69,73,5000,24,2023,Denmark,Right,3,3,2500000,79,52,61,68,64,75,62,50,62,67,52,65,60,50,58,67,80,79,81,65,81,62,73,82,74,50,70,62,58,56,40,64,65,65,63,10,11,10,11,15,0,1900000
B. Thompson,"CM, CAM",69,72,7000,25,2022,England,Right,3,3,3600000,69,60,64,72,64,77,58,59,61,70,38,70,53,37,68,72,71,68,84,70,71,70,93,81,72,63,80,66,59,67,45,70,58,67,71,11,11,6,7,11,0,1800000
J. Hendry,CB,69,73,11000,26,2025,Scotland,Right,2,2,2500000,70,59,52,62,67,78,48,55,69,64,26,59,38,28,54,65,63,76,62,62,60,77,79,72,84,66,68,65,42,45,37,65,67,68,67,13,11,13,8,13,0,1700000
K. Palmer,"CAM, LM, RM",69,74,14000,24,2023,Jamaica,Right,4,3,4100000,73,63,66,73,42,60,64,63,55,67,61,74,68,63,64,72,76,71,79,65,75,66,58,61,65,62,47,31,67,70,57,71,37,48,46,7,16,9,11,16,0,2100000
C. Bedia,ST,69,74,8000,25,2022,Côte d'Ivoire,Left,2,2,3300000,76,67,51,65,33,75,39,70,69,62,54,67,55,32,34,62,72,80,69,65,52,73,81,69,83,60,61,32,67,61,66,65,19,36,27,13,10,9,6,11,0,2100000
O. Albornoz,"LM, LB, LW",69,72,1000,25,2021,Colombia,Left,2,3,2600000,76,59,63,67,51,68,66,66,58,68,37,68,52,26,62,67,74,77,71,66,60,59,72,78,69,50,52,44,64,62,39,58,43,58,59,7,13,15,10,14,0,1800000
M. Bader,"RB, RM",69,74,6000,24,2022,Germany,Right,3,3,3300000,69,34,56,66,66,65,66,26,48,65,23,63,53,36,48,65,74,64,76,67,77,45,75,75,59,38,63,66,42,44,40,64,70,65,70,10,13,15,7,7,0,2000000
B. Rovira,CDM,69,73,1000,24,2023,Colombia,Right,3,2,2600000,57,57,64,62,70,74,57,58,69,70,31,58,54,67,67,66,59,55,64,58,59,63,88,77,75,59,65,66,47,62,59,70,72,72,70,14,14,14,11,8,0,1800000
R. Raveloson,"CM, CB",69,73,4000,24,2023,Madagascar,Right,3,3,3200000,73,62,66,70,67,71,57,60,74,74,57,69,50,41,70,71,76,71,77,69,69,69,72,81,72,62,57,64,57,68,54,68,65,68,64,8,12,8,15,12,0,2000000
B. Medina,GK,69,69,500,33,2021,Paraguay,Right,2,1,968000,50,50,50,50,50,50,17,12,20,25,17,14,14,15,22,22,48,46,34,68,55,45,51,44,62,20,23,22,19,13,29,37,15,20,20,76,66,60,64,68,47,450000
A. Fontana,ST,69,74,8000,25,2024,Argentina,Right,2,2,3100000,74,68,52,69,31,66,40,70,64,65,61,65,43,33,40,75,75,73,72,65,73,71,71,72,70,59,48,23,72,57,67,65,44,20,12,14,12,13,14,16,0,2100000
M. Duelund,"CAM, LW, RW",69,75,500,24,2022,Denmark,Right,4,3,0,73,66,68,72,42,67,66,68,61,70,55,72,66,63,68,70,76,71,82,64,80,70,76,68,63,62,73,45,67,66,60,64,35,43,38,15,15,15,7,10,0,2200000
F. Romagna,CB,69,76,11000,24,2022,Italy,Right,3,2,4900000,52,32,51,57,72,62,38,23,65,66,34,51,32,32,65,60,54,51,62,67,60,48,67,48,65,30,69,69,36,36,43,63,75,73,70,12,12,6,7,13,0,2600000
Javi Muñoz,"CM, CAM, CDM",69,72,6000,26,2023,Spain,Right,4,3,3000000,70,63,68,70,61,65,58,60,46,74,48,70,73,50,70,74,67,72,63,64,72,67,57,75,64,71,59,59,62,67,48,69,64,64,59,6,10,8,7,8,0,1800000
J. Dehm,"RB, RM",69,72,11000,25,2023,Germany,Right,3,3,2800000,81,49,62,67,64,65,66,43,48,68,38,66,66,64,57,68,85,78,76,63,71,62,64,68,61,55,72,64,45,51,35,50,64,68,68,16,14,6,8,7,0,1700000
J. Jones,"LB, LM",69,69,4000,29,2022,Trinidad and Tobago,Left,2,3,1800000,78,58,67,71,62,72,67,57,46,70,38,71,70,52,64,70,78,78,76,66,74,64,73,75,71,60,69,65,68,69,48,67,62,64,63,9,9,15,9,7,0,1200000
S. Davis,"CM, CDM, CAM",69,69,5000,28,2021,United States,Right,4,3,2000000,70,57,69,69,67,77,63,53,64,75,56,66,70,73,69,73,69,70,70,68,70,65,68,91,76,59,66,66,59,64,58,71,68,68,62,8,9,9,9,12,0,1400000
R. García,CB,69,69,550,32,2021,Uruguay,Right,3,2,2000000,45,35,52,53,70,73,35,27,62,61,34,50,31,29,60,59,39,50,36,62,54,55,63,59,80,29,73,72,32,57,47,66,69,71,72,7,8,13,11,14,0,900000
N. Mazzola,ST,69,69,6000,31,2022,Argentina,Right,3,2,1700000,50,70,57,65,36,81,37,73,67,65,65,63,55,40,71,69,50,50,65,71,49,75,71,69,91,61,75,27,73,59,67,73,39,33,27,7,15,13,12,7,0,1200000
M. Polster,"CDM, RB",69,69,4000,28,2021,United States,Right,3,2,1800000,50,47,64,64,65,78,58,48,62,72,34,67,63,38,66,65,39,59,52,64,53,49,68,87,78,49,71,68,49,62,39,65,65,65,63,15,10,11,14,10,0,1200000
T. Parker,CB,69,70,4000,28,2021,United States,Right,3,2,2000000,69,31,44,54,67,82,26,35,72,59,28,43,21,26,57,61,65,73,69,66,58,33,89,80,89,21,67,63,28,35,37,58,69,68,63,6,13,14,9,9,0,1300000
N. Rapp,"CDM, CB",69,76,5000,24,2026,Germany,Right,4,2,4700000,57,38,56,58,70,71,39,39,65,68,39,54,38,33,63,61,54,60,56,69,63,45,77,71,72,26,68,72,54,55,38,59,69,71,68,12,9,6,7,6,0,2600000
C. Arrieta,RB,69,73,2000,25,2022,Colombia,Right,3,2,2600000,88,50,59,63,61,73,64,48,61,65,39,60,55,30,61,62,90,86,78,57,79,55,83,91,67,50,63,63,65,52,41,57,62,59,64,9,10,15,9,6,0,1800000
S. Spierings,"CM, CAM",69,73,4000,25,2023,Netherlands,Right,3,3,3500000,56,54,68,72,52,67,45,48,42,76,47,71,70,67,74,75,63,50,69,71,67,58,64,68,75,60,46,53,52,72,74,70,63,47,40,15,15,6,14,14,0,1900000
A. Donis,"ST, RM",69,72,11000,24,2024,Greece,Right,4,3,3900000,81,68,57,73,24,61,56,69,60,64,63,73,53,41,50,73,82,81,75,67,77,69,69,62,62,66,56,20,68,55,69,61,22,18,24,8,14,12,15,11,0,1900000
An Hyeon Beom,"RM, RB",69,70,4000,26,2022,Korea Republic,Right,3,3,2100000,84,62,64,69,59,66,66,64,48,66,46,69,63,61,58,65,85,84,83,65,72,63,46,73,68,60,56,62,66,65,62,69,54,64,59,9,8,13,16,12,0,1600000
D. Barlaser,"CM, CDM",69,74,6000,24,2023,England,Right,3,3,3800000,53,60,69,67,64,68,67,56,53,68,57,66,66,67,73,71,56,51,63,69,65,68,60,77,67,62,60,71,61,71,62,62,64,65,61,11,7,10,7,11,0,2100000
T. Tekie,"CM, CDM",69,73,6000,24,2022,Sweden,Right,3,3,3100000,77,54,70,75,51,57,64,49,20,75,58,73,63,54,72,72,78,76,91,69,83,66,66,80,42,55,64,62,53,72,48,68,55,52,43,10,7,15,8,12,0,2000000
M. Pouraliganji,"CB, CDM, CM",69,69,6000,29,2022,Iran,Right,3,3,1900000,69,57,61,68,69,73,52,58,69,65,64,68,58,48,67,72,69,69,62,66,61,62,73,76,73,48,71,67,64,61,49,60,69,71,67,11,10,12,16,14,0,1200000
L. Walsh,"CM, CDM",69,76,12000,23,2024,England,Right,3,3,5900000,68,64,70,74,59,60,67,61,55,72,60,71,67,67,70,72,69,67,87,61,91,71,63,71,51,69,68,58,65,71,55,74,59,60,59,6,7,14,11,9,0,2800000
C. Carter-Vickers,CB,69,78,26000,23,2022,United States,Right,3,2,0,63,23,53,52,68,71,40,17,67,69,26,44,27,30,66,58,61,64,53,67,60,36,72,55,81,16,65,66,27,41,38,60,68,71,68,13,6,8,16,10,0,2900000
D. Cardoso,CB,69,69,500,32,2022,South Africa,Left,3,2,2000000,68,33,48,57,70,70,40,29,68,53,41,53,32,31,58,63,66,69,45,65,64,50,71,69,71,21,68,68,27,48,54,70,70,72,74,11,11,11,12,11,0,900000
Juan Pérez,GK,69,75,8000,24,2024,Spain,Right,3,1,4100000,50,50,50,50,50,50,16,17,18,26,19,21,17,19,25,12,32,35,34,57,33,45,45,28,69,13,23,22,20,30,24,41,15,14,20,69,67,60,69,73,33,1800000
Raphael Guzzo,"CM, LM",69,72,3000,26,2023,Portugal,Right,3,3,3900000,64,64,70,71,58,63,67,53,49,74,68,70,59,74,70,75,65,64,66,69,75,81,57,64,65,69,59,60,65,66,70,72,61,58,54,13,15,12,9,13,0,1800000
Javi Jiménez,"LB, LWB, LM",69,74,5000,25,2023,Spain,Left,2,2,3200000,86,34,62,70,64,70,66,32,57,64,29,68,63,44,63,68,85,86,88,63,78,30,62,67,71,33,75,64,69,59,37,70,63,67,64,12,7,10,16,12,0,1900000
D. Wouters,"CDM, CM, LB",69,74,5000,24,2024,Belgium,Left,2,2,3200000,47,36,58,60,67,75,31,21,66,69,24,60,48,62,65,64,49,45,43,66,51,58,42,76,79,55,72,66,25,61,25,66,65,69,67,10,10,15,8,15,0,1900000
J. Rassoul,"CB, LB, RB",69,74,8000,25,2024,Senegal,Right,5,3,3700000,78,46,57,66,66,79,51,34,64,64,35,68,51,38,67,65,73,82,70,62,53,68,80,72,84,55,77,66,52,51,44,69,65,67,70,10,15,14,8,9,0,1800000
J. Benítez,"LW, LM",69,69,3000,29,2021,Argentina,Left,3,3,1900000,80,64,60,71,39,71,65,67,47,63,50,73,52,32,59,70,81,79,77,63,65,68,59,68,77,58,62,39,70,60,59,68,44,34,28,12,11,10,11,10,0,1400000
P. Köpke,"ST, RW, LW",69,72,7000,25,2026,Germany,Right,3,3,3200000,75,69,60,70,32,62,65,70,67,67,65,69,59,46,49,70,77,74,74,66,79,74,76,64,65,64,47,23,68,54,65,60,42,21,18,8,6,11,8,8,0,1900000
T. Skarke,"RM, LM, RWB",69,72,7000,24,2022,Germany,Right,3,3,3100000,85,66,60,70,37,57,63,65,42,65,61,71,63,43,54,68,86,85,80,61,77,70,58,84,48,69,44,37,67,56,47,50,31,41,37,7,14,11,13,8,0,1900000
A. Zhirov,CB,69,69,4000,30,2023,Russia,Left,3,2,1700000,57,30,42,42,70,75,30,26,73,52,29,45,32,29,51,33,54,59,35,67,34,41,65,49,88,24,76,70,29,34,42,65,71,70,65,7,9,8,14,13,0,1100000
